100050 silly lifecycle connect@3.5.0~preinstall: no script for preinstall, continuing
105570 silly build ordered-read-streams@0.3.0
105571 info linkStuff ordered-read-streams@0.3.0
105572 silly linkStuff ordered-read-streams@0.3.0 has E:\WebstormProject\book-forum-yo\node_modules\decompress\node_modules as its parent node_modules
105573 verbose linkBins ordered-read-streams@0.3.0
105574 verbose linkMans ordered-read-streams@0.3.0
105575 silly build ordered-read-streams@0.3.0
105576 info linkStuff ordered-read-streams@0.3.0
105577 silly linkStuff ordered-read-streams@0.3.0 has E:\WebstormProject\book-forum-yo\node_modules\download\node_modules as its parent node_modules
105578 verbose linkBins ordered-read-streams@0.3.0
105579 verbose linkMans ordered-read-streams@0.3.0
105580 silly build concat-stream@1.5.0
105581 info linkStuff concat-stream@1.5.0
105582 silly linkStuff concat-stream@1.5.0 has E:\WebstormProject\book-forum-yo\node_modules\extract-zip\node_modules as its parent node_modules
105583 verbose linkBins concat-stream@1.5.0
105584 verbose linkMans concat-stream@1.5.0
105585 silly build extract-zip@1.5.0
105586 info linkStuff extract-zip@1.5.0
105587 silly linkStuff extract-zip@1.5.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105588 verbose linkBins extract-zip@1.5.0
105589 verbose link bins [ { 'extract-zip': 'cli.js' },
105589 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105589 verbose link bins   false ]
105590 verbose linkMans extract-zip@1.5.0
105591 silly build duplexer2@0.1.4
105592 info linkStuff duplexer2@0.1.4
105593 silly linkStuff duplexer2@0.1.4 has E:\WebstormProject\book-forum-yo\node_modules\got\node_modules as its parent node_modules
105594 verbose linkBins duplexer2@0.1.4
105595 verbose linkMans duplexer2@0.1.4
105596 silly build lazystream@1.0.0
105597 info linkStuff lazystream@1.0.0
105598 silly linkStuff lazystream@1.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105599 verbose linkBins lazystream@1.0.0
105600 verbose linkMans lazystream@1.0.0
105601 silly build merge-stream@1.0.0
105602 info linkStuff merge-stream@1.0.0
105603 silly linkStuff merge-stream@1.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105604 verbose linkBins merge-stream@1.0.0
105605 verbose linkMans merge-stream@1.0.0
105606 silly build htmlparser2@3.9.1
105607 info linkStuff htmlparser2@3.9.1
105608 silly linkStuff htmlparser2@3.9.1 has E:\WebstormProject\book-forum-yo\node_modules\minimize\node_modules as its parent node_modules
105609 verbose linkBins htmlparser2@3.9.1
105610 verbose linkMans htmlparser2@3.9.1
105611 silly build minimize@1.8.1
105612 info linkStuff minimize@1.8.1
105613 silly linkStuff minimize@1.8.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105614 verbose linkBins minimize@1.8.1
105615 verbose link bins [ { minimize: './bin/minimize' },
105615 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105615 verbose link bins   false ]
105616 verbose linkMans minimize@1.8.1
105617 silly build read-all-stream@3.1.0
105618 info linkStuff read-all-stream@3.1.0
105619 silly linkStuff read-all-stream@3.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105620 verbose linkBins read-all-stream@3.1.0
105621 verbose linkMans read-all-stream@3.1.0
105622 silly build got@5.6.0
105623 info linkStuff got@5.6.0
105624 silly linkStuff got@5.6.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105625 verbose linkBins got@5.6.0
105626 verbose linkMans got@5.6.0
105627 silly build replacestream@4.0.2
105628 info linkStuff replacestream@4.0.2
105629 silly linkStuff replacestream@4.0.2 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105630 verbose linkBins replacestream@4.0.2
105631 verbose linkMans replacestream@4.0.2
105632 silly build duplexer2@0.1.4
105633 info linkStuff duplexer2@0.1.4
105634 silly linkStuff duplexer2@0.1.4 has E:\WebstormProject\book-forum-yo\node_modules\stream-combiner2\node_modules as its parent node_modules
105635 verbose linkBins duplexer2@0.1.4
105636 verbose linkMans duplexer2@0.1.4
105637 silly build stream-combiner2@1.1.1
105638 info linkStuff stream-combiner2@1.1.1
105639 silly linkStuff stream-combiner2@1.1.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105640 verbose linkBins stream-combiner2@1.1.1
105641 verbose linkMans stream-combiner2@1.1.1
105642 silly build inherits@2.0.1
105643 info linkStuff inherits@2.0.1
105644 silly linkStuff inherits@2.0.1 has E:\WebstormProject\book-forum-yo\node_modules\util\node_modules as its parent node_modules
105645 verbose linkBins inherits@2.0.1
105646 verbose linkMans inherits@2.0.1
105647 silly build util@0.10.3
105648 info linkStuff util@0.10.3
105649 silly linkStuff util@0.10.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105650 verbose linkBins util@0.10.3
105651 verbose linkMans util@0.10.3
105652 silly build path@0.12.7
105653 info linkStuff path@0.12.7
105654 silly linkStuff path@0.12.7 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105655 verbose linkBins path@0.12.7
105656 verbose linkMans path@0.12.7
105657 silly build sinon@1.10.3
105658 info linkStuff sinon@1.10.3
105659 silly linkStuff sinon@1.10.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105660 verbose linkBins sinon@1.10.3
105661 verbose linkMans sinon@1.10.3
105662 silly build node-sass@0.9.6
105663 info linkStuff node-sass@0.9.6
105664 silly linkStuff node-sass@0.9.6 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105665 verbose linkBins node-sass@0.9.6
105666 verbose link bins [ { 'node-sass': 'bin/node-sass' },
105666 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105666 verbose link bins   false ]
105667 verbose linkMans node-sass@0.9.6
105668 silly build utils-merge@1.0.0
105669 info linkStuff utils-merge@1.0.0
105670 silly linkStuff utils-merge@1.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105671 verbose linkBins utils-merge@1.0.0
105672 verbose linkMans utils-merge@1.0.0
105673 silly build connect@3.5.0
105674 info linkStuff connect@3.5.0
105675 silly linkStuff connect@3.5.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105676 verbose linkBins connect@3.5.0
105677 verbose linkMans connect@3.5.0
105678 silly build uuid@2.0.2
105679 info linkStuff uuid@2.0.2
105680 silly linkStuff uuid@2.0.2 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105681 verbose linkBins uuid@2.0.2
105682 verbose linkMans uuid@2.0.2
105683 silly build buffer-to-vinyl@1.1.0
105684 info linkStuff buffer-to-vinyl@1.1.0
105685 silly linkStuff buffer-to-vinyl@1.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105686 verbose linkBins buffer-to-vinyl@1.1.0
105687 verbose linkMans buffer-to-vinyl@1.1.0
105688 silly build tempfile@1.1.1
105689 info linkStuff tempfile@1.1.1
105690 silly linkStuff tempfile@1.1.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105691 verbose linkBins tempfile@1.1.1
105692 verbose linkMans tempfile@1.1.1
105693 silly build v8flags@2.0.11
105694 info linkStuff v8flags@2.0.11
105695 silly linkStuff v8flags@2.0.11 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105696 verbose linkBins v8flags@2.0.11
105697 verbose linkMans v8flags@2.0.11
105698 silly build vali-date@1.0.0
105699 info linkStuff vali-date@1.0.0
105700 silly linkStuff vali-date@1.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105701 verbose linkBins vali-date@1.0.0
105702 verbose linkMans vali-date@1.0.0
105703 silly build validate-npm-package-license@3.0.1
105704 info linkStuff validate-npm-package-license@3.0.1
105705 silly linkStuff validate-npm-package-license@3.0.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105706 verbose linkBins validate-npm-package-license@3.0.1
105707 verbose linkMans validate-npm-package-license@3.0.1
105708 silly build normalize-package-data@2.3.5
105709 info linkStuff normalize-package-data@2.3.5
105710 silly linkStuff normalize-package-data@2.3.5 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105711 verbose linkBins normalize-package-data@2.3.5
105712 verbose linkMans normalize-package-data@2.3.5
105713 silly build read-pkg@1.1.0
105714 info linkStuff read-pkg@1.1.0
105715 silly linkStuff read-pkg@1.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105716 verbose linkBins read-pkg@1.1.0
105717 verbose linkMans read-pkg@1.1.0
105718 silly build read-pkg-up@1.0.1
105719 info linkStuff read-pkg-up@1.0.1
105720 silly linkStuff read-pkg-up@1.0.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105721 verbose linkBins read-pkg-up@1.0.1
105722 verbose linkMans read-pkg-up@1.0.1
105723 silly build meow@3.7.0
105724 info linkStuff meow@3.7.0
105725 silly linkStuff meow@3.7.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105726 verbose linkBins meow@3.7.0
105727 verbose linkMans meow@3.7.0
105728 silly build dateformat@1.0.12
105729 info linkStuff dateformat@1.0.12
105730 silly linkStuff dateformat@1.0.12 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105731 verbose linkBins dateformat@1.0.12
105732 verbose link bins [ { dateformat: 'bin/cli.js' },
105732 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105732 verbose link bins   false ]
105733 verbose linkMans dateformat@1.0.12
105734 silly build gulp-util@2.2.20
105735 info linkStuff gulp-util@2.2.20
105736 silly linkStuff gulp-util@2.2.20 has E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules as its parent node_modules
105737 verbose linkBins gulp-util@2.2.20
105738 verbose linkMans gulp-util@2.2.20
105739 silly build gulp-util@2.2.20
105740 info linkStuff gulp-util@2.2.20
105741 silly linkStuff gulp-util@2.2.20 has E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules as its parent node_modules
105742 verbose linkBins gulp-util@2.2.20
105743 verbose linkMans gulp-util@2.2.20
105744 silly build gulp-util@2.2.20
105745 info linkStuff gulp-util@2.2.20
105746 silly linkStuff gulp-util@2.2.20 has E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules as its parent node_modules
105747 verbose linkBins gulp-util@2.2.20
105748 verbose linkMans gulp-util@2.2.20
105749 silly build gulp-util@2.2.20
105750 info linkStuff gulp-util@2.2.20
105751 silly linkStuff gulp-util@2.2.20 has E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules as its parent node_modules
105752 verbose linkBins gulp-util@2.2.20
105753 verbose linkMans gulp-util@2.2.20
105754 silly build gulp-util@2.2.20
105755 info linkStuff gulp-util@2.2.20
105756 silly linkStuff gulp-util@2.2.20 has E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules as its parent node_modules
105757 verbose linkBins gulp-util@2.2.20
105758 verbose linkMans gulp-util@2.2.20
105759 silly build executable@1.1.0
105760 info linkStuff executable@1.1.0
105761 silly linkStuff executable@1.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105762 verbose linkBins executable@1.1.0
105763 verbose link bins [ { executable: 'cli.js' },
105763 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105763 verbose link bins   false ]
105764 verbose linkMans executable@1.1.0
105765 silly build bin-check@2.0.0
105766 info linkStuff bin-check@2.0.0
105767 silly linkStuff bin-check@2.0.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105768 verbose linkBins bin-check@2.0.0
105769 verbose linkMans bin-check@2.0.0
105770 silly build find-versions@1.2.1
105771 info linkStuff find-versions@1.2.1
105772 silly linkStuff find-versions@1.2.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105773 verbose linkBins find-versions@1.2.1
105774 verbose link bins [ { 'find-versions': 'cli.js' },
105774 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105774 verbose link bins   false ]
105775 verbose linkMans find-versions@1.2.1
105776 silly build bin-version@1.0.4
105777 info linkStuff bin-version@1.0.4
105778 silly linkStuff bin-version@1.0.4 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105779 verbose linkBins bin-version@1.0.4
105780 verbose linkMans bin-version@1.0.4
105781 silly build bin-version-check@2.1.0
105782 info linkStuff bin-version-check@2.1.0
105783 silly linkStuff bin-version-check@2.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105784 verbose linkBins bin-version-check@2.1.0
105785 verbose link bins [ { 'bin-version-check': 'cli.js' },
105785 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105785 verbose link bins   false ]
105786 verbose linkMans bin-version-check@2.1.0
105787 silly build lpad-align@1.1.0
105788 info linkStuff lpad-align@1.1.0
105789 silly linkStuff lpad-align@1.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105790 verbose linkBins lpad-align@1.1.0
105791 verbose link bins [ { 'lpad-align': 'cli.js' },
105791 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105791 verbose link bins   false ]
105792 verbose linkMans lpad-align@1.1.0
105793 silly build squeak@1.3.0
105794 info linkStuff squeak@1.3.0
105795 silly linkStuff squeak@1.3.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105796 verbose linkBins squeak@1.3.0
105797 verbose linkMans squeak@1.3.0
105798 silly build logalot@2.1.0
105799 info linkStuff logalot@2.1.0
105800 silly linkStuff logalot@2.1.0 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105801 verbose linkBins logalot@2.1.0
105802 verbose linkMans logalot@2.1.0
105803 silly build pretty-bytes@1.0.4
105804 info linkStuff pretty-bytes@1.0.4
105805 silly linkStuff pretty-bytes@1.0.4 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105806 verbose linkBins pretty-bytes@1.0.4
105807 verbose link bins [ { 'pretty-bytes': 'cli.js' },
105807 verbose link bins   'E:\\WebstormProject\\book-forum-yo\\node_modules\\.bin',
105807 verbose link bins   false ]
105808 verbose linkMans pretty-bytes@1.0.4
105809 silly build verror@1.3.6
105810 info linkStuff verror@1.3.6
105811 silly linkStuff verror@1.3.6 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105812 verbose linkBins verror@1.3.6
105813 verbose linkMans verror@1.3.6
105814 silly build jsprim@1.3.1
105815 info linkStuff jsprim@1.3.1
105816 silly linkStuff jsprim@1.3.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105817 verbose linkBins jsprim@1.3.1
105818 verbose linkMans jsprim@1.3.1
105819 silly build http-signature@1.1.1
105820 info linkStuff http-signature@1.1.1
105821 silly linkStuff http-signature@1.1.1 has E:\WebstormProject\book-forum-yo\node_modules\phantomjs\node_modules as its parent node_modules
105822 verbose linkBins http-signature@1.1.1
105823 verbose linkMans http-signature@1.1.1
105824 silly build vinyl@0.5.3
105825 info linkStuff vinyl@0.5.3
105826 silly linkStuff vinyl@0.5.3 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105827 verbose linkBins vinyl@0.5.3
105828 verbose linkMans vinyl@0.5.3
105829 silly build object-assign@4.1.0
105830 info linkStuff object-assign@4.1.0
105831 silly linkStuff object-assign@4.1.0 has E:\WebstormProject\book-forum-yo\node_modules\vinyl-assign\node_modules as its parent node_modules
105832 verbose linkBins object-assign@4.1.0
105833 verbose linkMans object-assign@4.1.0
105834 silly build vinyl-assign@1.2.1
105835 info linkStuff vinyl-assign@1.2.1
105836 silly linkStuff vinyl-assign@1.2.1 has E:\WebstormProject\book-forum-yo\node_modules as its parent node_modules
105837 verbose linkBins vinyl-assign@1.2.1
105838 verbose linkMans vinyl-assign@1.2.1
105839 silly build clone@0.2.0
105840 info linkStuff clone@0.2.0
105841 silly linkStuff clone@0.2.0 has E:\WebstormProject\book-forum-yo\node_modules\vinyl-fs\node_modules as its parent node_modules
